User-ID;ISBN;Book-Rating
277466;0449221512;0
277466;051512219X;0
277466;0553279556;0
277466;0553292722;8
277466;0553571885;8
277466;0671003755;0
277478;0061092045;0
277478;0312979533;7
277478;0345334531;0
277478;0345351525;0
277478;0345443284;0
277478;0373244487;0
277478;0380703882;0
277478;0425146413;0
277478;0425150984;0
277478;0425161242;0
277478;0425169863;0
277478;0425191184;0
277478;0440225701;0
277478;0440234743;0
277478;0446604089;0
277478;0446607657;0
277478;0449907481;0
277478;0552128481;0
277478;0553579606;0
277478;0553579754;0
277478;0553580191;0
277478;0671003755;0
277478;0671888587;0
277478;0786868716;0
277478;080410526X;0
277478;0971880107;0
277478;1558745718;8
277523;0312289723;10
277523;0316603570;10
277523;0316693200;10
277523;0385508042;10
277523;0385510438;10
277523;0440241537;10
277523;0446530891;10
277523;0446613843;10
277523;0515133302;10
277523;0671886665;10
277523;0684835983;10
277523;0743206045;10
277523;1558744150;10
277554;0345392825;9
277554;0345435168;3
277554;0446387878;0
277554;0446518581;0
277554;0449907481;0
277554;0452268060;5
277623;002542730X;5
277623;0028604199;9
277623;0786890436;4
277623;1400031346;8
277623;1400031354;8
277629;0345391055;0
277629;0380018179;8
277629;0385472943;8
277629;0425116840;6
277629;0440241073;8
277629;0671000306;7
277629;0671000314;8
277629;0671026682;7
277629;0671452177;0
277629;0786861347;0
277639;0312973055;0
277639;0345391055;0
277639;034539657X;8
277639;0373825013;0
277639;0380731851;6
277639;0425126064;0
277639;0425133540;0
277639;0425142485;7
277639;0425147363;8
277639;042516098X;5
277639;0425161242;0
277639;0440204194;0
277639;0440211727;8
277639;0440211891;0
277639;0440213525;0
277639;0440214041;9
277639;0440218535;0
277639;0440222656;0
277639;0440224780;0
277639;0440226414;0
277639;0446359866;0
277639;0446611212;0
277639;0446612790;0
277639;0449217264;0
277639;0451132378;0
277639;0451162145;8
277639;0451170385;0
277639;0553264079;0
277639;0553297260;8
277639;0553579754;7
277639;0553582755;0
277639;0553586122;0
277639;0590453653;0
277639;0671004565;0
277639;0671034022;0
277639;0812543262;8
277710;0061015725;4
277710;0345441036;0
277710;0446611638;5
277710;0446613843;6
277710;0451208765;10
277710;0553582763;6
277744;0312421273;7
277744;0345339681;3
277744;0440235162;5
277744;0449005615;0
277744;0743457943;0
277744;0887307876;9
277744;0929634063;10
277744;1551660717;8
277928;0060173289;0
277928;0312283709;0
277928;0375400117;0
277928;0385323638;0
277928;0385421982;0
277928;038542471X;0
277928;0385475713;0
277928;0446532231;0
277928;0446670251;0
277928;0670880728;0
277928;0670892963;0
277928;0679429220;0
277928;0679457313;0
277928;0679731148;0
277928;0679736042;0
277928;0679751602;10
277928;0684195984;0
277928;0804105820;9
277937;0060934417;9
277937;0142001821;0
277937;0312195516;0
277937;0316168815;7
277937;0316785261;6
277937;0452283205;7
277937;0452283868;6
277937;0553569074;0
277937;0684865742;0
277937;0743225325;6
277937;0743237188;7
277938;0142004278;0
277938;0425141233;0
277938;0446672211;9
277938;055328942X;0
277938;0743437802;9
277945;0312974256;6
277945;0312983301;6
277945;0312983824;0
277945;0425188787;0
277945;0446610550;7
277945;0451203771;8
277945;0515121843;7
277945;051512317X;7
277945;0515124214;7
277945;0515134384;7
277945;051513628X;0
277945;0515136379;7
277945;0515136530;7
277945;0515137111;8
277965;0060173289;0
277965;0316666343;0
277965;0316789089;5
277965;0345353145;0
277965;0345354613;0
277965;0345378482;0
277965;0345378490;0
277965;0345380371;0
277965;0345391055;0
277965;0345402871;0
277965;034540288X;0
277965;0345417623;0
277965;0385484518;10
277965;0399141464;8
277965;0399145087;7
277965;0425176932;0
277965;0425182673;0
277965;0679433740;0
277965;0679457526;9
277965;0679781587;9
277965;0684874350;10
277965;0786866845;9
277965;0786881852;7
277965;1573221112;0
277984;0345384369;0
277984;0345386108;10
277984;0425153975;0
277984;0440206154;0
277984;0446603589;0
277984;0446611778;10
278007;0060928336;0
278007;0316601950;6
278007;034543479X;8
278007;0446364495;0
278007;0446670251;6
278007;0804115761;7
278026;0061009059;8
278026;0061031410;8
278026;0061094129;8
278026;0345447867;0
278026;0380731851;5
278026;0380820889;8
278026;038533558X;9
278026;0425153975;0
278026;0446527041;8
278026;0449006522;8
278026;0449219364;6
278026;0449221512;5
278026;0449227545;3
278026;0451204301;8
278026;0451206525;8
278026;0515130389;8
278026;0553582364;6
278026;0671001795;8
278026;0684810387;8
278026;0743206045;7
278137;0312195516;0
278137;0345337662;7
278137;0345347951;0
278137;0380600129;8
278137;0440200989;0
278137;044022165X;0
278137;0440224772;0
278137;0440235596;0
278137;0440940001;8
278137;0446527793;0
278137;0446606812;7
278137;0670894508;4
278137;0671003755;0
278137;0671553046;0
278137;0671568175;0
278137;0671673688;0
278137;0671701231;0
278137;0671793489;0
278137;0671867091;0
278137;0671888587;0
278137;0804106304;8
278137;0971880107;0
278137;1558744150;9
278144;0060928336;0
278144;0060930535;0
278144;0310205719;0
278144;0316693235;0
278144;0345417623;0
278144;0373243286;0
278144;0385490445;0
278144;039914465X;0
278144;0399146253;0
278144;039914739X;0
278144;0399150897;0
278144;0425097722;0
278144;0425147584;0
278144;044022103X;0
278144;0440234743;0
278144;0446525774;0
278144;0446525804;0
278144;0446530891;0
278144;0446605239;0
278144;0446613266;0
278144;0446672211;0
278144;051511779X;0
278144;0670869902;0
278144;0670894184;0
278144;0670896764;0
278144;0671025333;0
278144;0679459618;0
278144;068484477X;0
278144;0743206045;0
278144;140003180X;0
278144;1551666839;0
278188;0061030643;0
278188;0156005891;8
278188;0312978367;0
278188;0312979479;0
278188;0316601950;0
278188;0316693294;0
278188;0345439104;0
278188;0373218192;7
278188;0373244487;6
278188;0373484003;7
278188;042510107X;0
278188;0425180964;0
278188;0440122090;4
278188;044022103X;8
278188;0440223571;9
278188;0440225701;9
278188;0440237300;0
278188;0446354732;0
278188;0446603589;9
278188;0446608955;0
278188;0446611867;0
278188;0449134482;0
278188;0449208672;0
278188;051512219X;0
278188;0515134368;0
278188;0553278746;0
278188;0553569031;0
278188;0553583956;0
278188;0671727583;0
278188;0743410181;6
278188;080410946X;8
278188;1551668300;0
278188;1551669293;0
278194;0060926317;8
278194;0140280553;5
278194;0156011042;7
278194;0345423135;9
278194;0373218036;0
278194;0375725784;0
278194;0385494246;0
278194;0385498802;4
278194;0425152251;0
278194;0440241537;7
278194;0451209907;5
278194;0452284449;8
278194;051512219X;4
278194;0553582364;6
278194;0671683993;8
278194;0671789422;0
278194;0688177859;9
278194;0802139256;6
278202;014025448X;2
278202;0316569321;0
278202;0385324057;3
278202;0385497466;3
278202;0446527017;1
278202;0446527165;0
278202;0451204948;0
278202;0671510126;10
278202;0684835959;0
278202;0743206029;8
278221;0060930535;0
278221;0425147363;0
278221;0440216745;7
278221;0446612790;0
278221;0446613436;7
278221;0515132020;0
278221;0553582755;9
278221;0553584510;0
278221;0671027123;8
278221;0743460529;8
278221;0804106304;9
278342;0425184226;0
278342;0671510053;8
278342;0671864173;0
278342;0743225406;8
278342;0786889020;0
278356;0312265859;7
278356;0374270325;9
278356;0439064872;8
278356;0439136369;10
278356;0439139600;10
278356;043935806X;10
278356;059035342X;0
278356;0671016768;8
278390;0380730847;7
278390;0399147195;7
278390;0425182908;4
278390;0440236053;7
278390;0553569058;9
278390;0553582364;0
278390;0671027360;7
278390;0671683993;10
278390;0671789422;0
278390;0679742298;0
278390;0804106304;0
278390;080410753X;9
278418;0020442203;0
278418;0028604199;0
278418;006016848X;0
278418;0061091790;0
278418;0061093327;0
278418;006109921X;0
278418;0064400018;0
278418;0064400557;0
278418;0064400581;0
278418;0064471047;0
278418;0066211611;0
278418;0140177396;0
278418;0140244824;0
278418;014025448X;0
278418;014034294X;0
278418;0156528207;0
278418;0312958129;0
278418;0312961324;0
278418;0312974256;0
278418;0312981589;0
278418;0345285549;0
278418;034530988X;0
278418;0345313860;0
278418;0345314255;0
278418;0345335287;0
278418;0345348036;0
278418;0345361792;0
278418;0345368754;0
278418;0345380371;0
278418;034538184X;0
278418;0345384350;0
278418;0345384466;0
278418;034538475X;0
278418;0345388771;0
278418;0345391055;0
278418;0345404114;0
278418;0345422317;0
278418;0373243286;0
278418;0373484003;0
278418;0373825013;0
278418;0374270325;0
278418;0375501371;0
278418;0375702709;0
278418;0375703055;0
278418;0375706410;0
278418;0375725784;0
278418;0380002930;0
278418;0380018179;0
278418;0380600129;0
278418;0380702843;0
278418;0380714752;0
278418;0380727293;0
278418;0380789035;0
278418;0385265700;0
278418;0385420161;0
278418;0385474547;0
278418;038549081X;0
278418;0385490992;0
278418;0385492081;0
278418;038550120X;0
278418;0385722206;0
278418;0394820371;8
278418;0425116840;0
278418;0425117383;0
278418;0425118703;0
278418;0425120279;0
278418;042513525X;5
278418;042513699X;0
278418;0425137562;0
278418;0425140032;5
278418;0425145638;0
278418;0425147622;0
278418;0425151867;0
278418;0425151875;0
278418;0425155404;0
278418;0425157539;0
278418;0425158632;0
278418;0425165566;0
278418;0425170349;0
278418;0425173534;0
278418;0425177351;0
278418;0425178102;7
278418;0425180050;0
278418;0425183971;0
278418;042518630X;7
278418;0440111811;0
278418;044011585X;0
278418;0440124344;0
278418;0440166497;0
278418;0440167531;0
278418;0440170796;0
278418;0440173922;0
278418;0440176484;0
278418;0440184622;7
278418;0440185327;0
278418;0440193613;0
278418;0440206154;0
278418;0440207622;7
278418;044021145X;0
278418;0440211727;0
278418;0440214041;0
278418;0440214114;0
278418;044021422X;0
278418;0440217466;0
278418;0440220602;0
278418;0440222656;0
278418;0440222842;0
278418;0440223571;0
278418;0440224594;0
278418;044022473X;0
278418;0440224772;0
278418;0440224810;0
278418;0440225701;0
278418;0440226430;0
278418;0440235596;0
278418;0440236673;0
278418;044023669X;0
278418;044023722X;0
278418;0440439884;0
278418;0440940001;0
278418;0446310786;0
278418;0446343455;0
278418;0446350109;0
278418;0446363251;0
278418;0446364193;0
278418;0446364266;0
278418;0446364800;0
278418;044651652X;0
278418;0446520802;0
278418;0446523569;0
278418;0446601640;0
278418;0446603309;0
278418;0446604275;0
278418;0446604844;0
278418;0446605239;0
278418;0446608955;0
278418;0446609617;0
278418;044661095X;0
278418;0446672211;0
278418;0446802204;0
278418;0449204324;0
278418;0449217264;0
278418;044922046X;0
278418;0449221180;0
278418;0451128370;0
278418;0451147367;0
278418;0451153553;0
278418;0451155750;0
278418;0451156609;0
278418;0451160525;0
278418;0451162072;0
278418;0451169530;0
278418;0451172817;0
278418;0451176464;0
278418;0451176723;0
278418;0451177096;0
278418;0451181379;0
278418;0451183665;0
278418;0451184963;0
278418;0451186923;0
278418;0451190521;0
278418;0451205421;0
278418;0452264464;0
278418;0515087947;0
278418;0515120456;0
278418;051512608X;0
278418;0515126772;0
278418;0515127833;0
278418;0515128546;0
278418;0515130389;8
278418;0515131229;8
278418;0515132136;0
278418;0525941908;0
278418;0553096834;0
278418;0553099558;0
278418;0553208845;0
278418;0553210793;0
278418;0553211404;0
278418;0553213164;0
278418;0553268880;0
278418;0553272535;0
278418;0553274295;0
278418;0553278355;0
278418;0553280414;0
278418;0553284789;0
278418;055329170X;0
278418;0553560271;0
278418;055356451X;0
278418;055356773X;0
278418;0553568701;0
278418;055357227X;0
278418;055357230X;0
278418;0553572512;0
278418;055357258X;0
278418;0553573136;0
278418;0553579754;0
278418;0553580221;0
278418;0553581023;0
278418;0553582658;0
278418;0553583980;0
278418;059030271X;0
278418;059045367X;0
278418;0670805149;0
278418;0670844527;0
278418;0671000314;0
278418;0671002481;0
278418;0671014919;0
278418;0671024248;0
278418;0671027662;0
278418;0671443283;0
278418;0671525743;0
278418;0671534718;0
278418;0671534734;0
278418;0671537458;0
278418;0671617028;0
278418;067164257X;0
278418;0671670689;0
278418;0671695142;0
278418;0671695304;0
278418;0671758896;0
278418;0671867113;0
278418;0671873202;0
278418;0671880187;0
278418;0671886665;0
278418;0679448594;0
278418;0679720200;0
278418;0743406176;0
278418;074343627X;0
278418;0743460529;0
278418;0786817070;0
278418;0786889020;0
278418;080410526X;0
278418;0812570944;0
278418;0842329277;0
278418;0891073906;0
278418;155166884X;0
278418;1559029838;0
278535;0061030597;0
278535;0061094129;10
278535;0375726403;0
278535;0380710218;0
278535;0380717018;0
278535;0380718332;0
278535;0380730847;0
278535;042511774X;0
278535;0425168298;0
278535;0425174271;0
278535;0425175405;0
278535;0425178765;8
278535;0425182878;9
278535;044022103X;0
278535;0440221099;0
278535;0440221595;7
278535;0446343455;0
278535;0446360589;0
278535;0446605484;10
278535;0446610038;10
278535;0446611212;9
278535;0449003787;9
278535;0449219364;0
278535;0449219461;8
278535;0553213180;6
278535;0553581554;0
278545;0061030597;0
278545;0440200989;9
278545;0515087122;0
278545;0553582135;0
278545;0671867172;0
278582;0312966091;0
278582;0312966970;0
278582;0312971346;0
278582;0312976275;0
278582;0312980140;7
278582;0312983298;3
278582;0312983867;7
278582;0312990456;5
278582;0345350499;10
278582;0425175405;0
278582;0425191583;8
278582;0441478123;10
278582;0449221512;8
278582;0451202503;10
278582;0451205146;0
278582;0671001795;8
278582;1400034779;10
278633;0060987561;10
278633;0140244824;7
278633;014028009X;2
278633;0142000205;7
278633;0316096199;8
278633;0316666343;9
278633;0316899984;7
278633;0345439104;0
278633;0375502238;0
278633;0375702709;0
278633;0375703063;7
278633;0380730138;0
278633;0385474016;0
278633;0385729340;0
278633;0385730586;0
278633;0440224624;0
278633;0440226430;9
278633;0440514428;9
278633;0446610399;0
278633;0446672211;0
278633;0446679593;8
278633;0449907481;6
278633;0451163524;5
278633;0452282829;0
278633;0515131083;10
278633;0553250426;0
278633;0553260960;0
278633;0553278355;8
278633;0671038184;8
278633;0671553046;0
278633;0679439382;0
278633;0679746048;0
278633;0684814994;10
278633;0688170528;8
278633;0743225082;7
278633;1558745157;0
278843;0060173289;9
278843;0060517794;7
278843;0060976845;0
278843;014028009X;8
278843;0142000205;9
278843;0316601950;0
278843;0316789089;0
278843;0345420748;0
278843;0399146431;9
278843;0425167313;0
278843;0440211263;7
278843;0440224594;0
278843;0449223604;0
278843;0553274503;8
278843;059035342X;8
278843;0671789422;0
278843;0679412956;8
278843;0684874350;0
278843;0767902890;9
278843;0786881852;8
278843;0804106304;0
165;0060929790;0
165;0060976845;9
165;0061099325;4
165;0446612545;5
165;0671004573;0
243;0060915544;10
243;0060977493;7
243;0156006529;0
243;0316096199;0
243;0316601950;9
243;0316602906;0
243;0316666343;0
243;0316693006;0
243;0316776963;9
243;0316899984;7
243;0345311396;0
243;0345378490;0
243;0345404793;0
243;0345465083;0
243;0375400117;10
243;0375705856;0
243;0375727345;0
243;0380717018;0
243;0380718332;0
243;0385497466;0
243;0385508042;0
243;0385509456;0
243;0385511612;0
243;0385720106;7
243;0385730586;0
243;0425092917;0
243;042511774X;0
243;0425163407;9
243;0440224764;0
243;0440225701;0
243;0440226430;0
243;0440234743;0
243;044023722X;7
243;0446353205;0
243;0446360856;0
243;0446364800;9
243;0446600474;0
243;0446605484;0
243;0446606383;6
243;0446610399;0
243;0446612790;0
243;0449006522;6
243;0449911004;0
243;0451162072;0
243;0452282152;0
243;051512219X;0
243;0515130389;0
243;0517122707;0
243;0553580388;8
243;0671023616;0
243;0671027387;0
243;0671042572;0
243;0684848783;0
243;0743486226;0
243;140003180X;0
243;155874262X;5
244;0060977493;7
244;0060987103;8
244;0151008116;9
244;0525947647;9
244;0804111359;8
244;155874262X;6
244;1558744150;6
254;006000438X;0
254;0060930535;0
254;0060934719;0
254;0061020710;0
254;0064471047;7
254;014028009X;0
254;0140298479;0
254;014100018X;0
254;0142001740;9
254;0312305060;0
254;0316569321;0
254;0316769487;0
254;0316776963;0
254;0345350499;0
254;0345384466;0
254;0345387651;0
254;0345434803;0
254;0373218400;0
254;0375724370;0
254;0375727345;0
254;0380789019;0
254;0380789035;10
254;0380973650;9
254;0380977788;0
254;038542017X;0
254;0399146431;9
254;0399501487;0
254;0413537900;0
254;0425092917;0
254;0425145638;0
254;0439064864;9
254;0439064872;9
254;0439136350;9
254;0439136369;9
254;0439139597;9
254;043935806X;0
254;0440211263;0
254;0440241413;0
254;0440403278;0
254;0440967694;0
254;0441003257;0
254;0441172695;0
254;0441569595;0
254;0446350109;0
254;0446354678;0
254;0446356832;0
254;0446364762;0
254;0446527785;0
254;0446605239;0
254;0451137965;0
254;0451167317;8
254;0451167716;0
254;0451524934;9
254;0451526341;8
254;0452277337;0
254;0452282152;0
254;051510521X;0
254;051512317X;0
254;051513287X;0
254;0553250426;0
254;0553250531;0
254;0553265741;0
254;0553280589;0
254;0590353403;9
254;0618002219;9
254;0618002227;8
254;0671021001;7
254;0671525743;0
254;0671527215;0
254;0679735909;0
254;067976402X;0
254;0679781587;8
254;0684833395;0
254;0684872153;0
254;0684874350;0
254;0743225406;0
254;0804106304;0
254;080410753X;0
383;0060188731;0
383;0140374248;0
383;0142001740;0
383;0312995423;0
383;038542471X;0
383;0515128554;0
383;067103619X;0
383;0743411269;5
388;0060173289;0
388;0060976845;3
388;006101351X;6
388;0316666343;0
388;0440224675;0
388;0440234743;0
388;0449002632;7
388;0553569058;10
388;1878424319;7
424;0345424719;0
424;0375726403;0
424;0385503857;0
424;0440226104;0
424;0452277337;7
424;0553802488;0
424;0671021001;6
424;0767903579;0
424;0805063897;8
446;0060915544;0
446;0060932759;8
446;0312195516;0
446;039914739X;3
446;0451410556;0
476;0312288115;5
476;0380710218;0
476;0515118656;8
476;0671000306;0
476;0671673688;0
486;0060976845;8
486;0156027321;0
486;0385721420;0
486;0451202341;8
486;0743418190;7
487;0345441133;7
487;0380732688;0
487;0385424728;0
487;0385490992;7
487;039914739X;0
487;0425181111;0
487;0440225078;0
487;0449907481;0
487;0515127833;0
487;0515134279;0
487;0553272837;0
487;0671888587;6
487;080213825X;0
487;0971880107;0
503;0060987103;0
503;0140179836;10
503;0312976275;0
503;0380813815;0
503;068484267X;10
503;1558743669;10
503;1573225789;0
507;0060392452;0
507;0060934417;0
507;0060938455;0
507;0064400026;0
507;014029628X;0
507;0142001740;10
507;0312990456;0
507;0316666009;0
507;0345348036;0
507;0345404769;0
507;0345413369;0
507;0345413377;0
507;0425188787;0
507;0440236061;0
507;0446360589;0
507;0446394521;0
507;0451184718;9
507;0553292722;0
507;055356160X;0
507;0553564528;7
507;0553569910;0
507;0553575538;7
507;0553576801;7
507;0553576925;0
507;055357695X;7
507;0553578693;0
507;0553582135;0
507;0553582526;0
507;0553583441;7
507;0553583468;7
507;068484267X;0
507;0743460529;0
507;0786817070;0
507;0821769340;0
507;0821769367;0
638;0316603287;9
638;0316666343;10
638;0316693006;10
638;0316693200;9
638;0316769487;10
638;0316776963;10
638;0316779423;10
638;0316779490;9
638;0316789089;10
638;0316969443;10
638;0345339711;10
638;0345452550;0
638;0374172897;0
638;0385420161;9
638;0385504209;10
638;0385505833;10
638;039304016X;0
638;0399147128;0
638;039914739X;0
638;0425184129;9
638;0446520802;0
638;0446523569;10
638;0446525502;9
638;0446525537;9
638;0446527793;10
638;0446531332;10
638;0670892963;7
638;0671042556;9
638;0679442790;10
638;0679746048;7
638;0743206045;0
638;0743406176;10
638;080411868X;0
638;1558747028;10
728;0380002450;0
728;0385493800;0
728;039914563X;0
728;0425134350;0
728;0425161722;0
728;0440211727;0
735;0345404777;0
735;038533334X;4
735;0440224675;0
735;0440224829;9
735;0440225701;0
735;044661162X;9
735;0515134368;9
741;0060085444;0
741;0312422156;0
741;0312971346;0
741;0345384350;0
741;0380723638;0
741;0425124347;0
741;0425147517;0
741;0425155404;0
741;0425166619;0
741;044022165X;0
741;0446364762;0
741;0515118656;0
741;0553561618;0
741;0765341972;0
805;0060928336;7
805;0140042393;0
805;0140077022;10
805;014016930X;10
805;0156027321;9
805;0312195516;0
805;0316777730;7
805;039592720X;9
805;0440215625;8
805;0452282152;8
805;0553273914;0
805;0671003755;8
805;0671789422;0
805;0684801469;0
805;0877733759;10
819;0345384466;5
819;0345422392;0
819;0446364193;7
819;0446601241;0
819;0446604801;0
819;0451124340;5
882;0060502258;0
882;0060915544;0
882;0064401847;10
882;0070212570;0
882;0312195516;0
882;0312274920;0
882;0345416260;0
882;0373218400;5
882;0373484224;7
882;0373484410;0
882;0375707972;0
882;0375724370;0
882;0380018179;10
882;0380789019;0
882;0385492081;0
882;0385504209;10
882;0425179672;10
882;0440221595;0
882;044022425X;0
882;0440226430;0
882;0440235162;10
882;0440514428;0
882;0446605239;0
882;0446606812;0
882;0446610399;0
882;0446611867;0
882;0449212602;0
882;0515130389;0
882;0515134368;6
882;0515135062;6
882;0553250426;10
882;0553250531;0
882;0553258001;0
882;0553272586;5
882;0553278223;0
882;0553280589;10
882;0553569058;0
882;0553569074;0
882;0553571656;0
882;0553572997;10
882;0670869902;0
882;067101420X;4
882;0671708635;0
882;0679429220;9
882;0679457313;0
882;067976402X;10
882;0679781587;10
882;0684874350;0
882;0743457943;5
882;0786866276;0
882;0804114986;0
929;0345285549;5
929;0385314744;7
929;0439404371;8
929;0440211727;0
929;0440224624;6
929;0451169530;6
929;055321313X;0
929;0553234811;6
929;0553250426;0
929;0553296981;10
929;0671617028;8
929;067168390X;0
929;0671868691;0
929;1573225789;0
1025;0060928336;5
1025;0142000663;10
1025;0330262130;0
1025;0330267388;0
1025;0345361792;0
1025;0380012863;8
1025;0552124753;10
1025;0552996009;9
1025;0552998001;9
1025;0590112899;0
1025;0590660543;0
1025;068484267X;9
1025;0743225082;8
1025;0749397543;8
1025;0971880107;0
1075;0142001740;10
1075;0316666343;7
1075;0375726403;7
1075;0385504209;7
1075;0553377868;9
1075;0609608444;10
1075;0767902521;9
1075;1400034779;5
1129;0064407667;4
1129;014025448X;7
1129;0385472951;6
1129;0385493800;6
1129;0553377876;3
1129;1400034779;0
1131;0060932759;0
1131;0060934417;8
1131;0060976845;7
1131;0061098361;7
1131;0070212570;7
1131;0156006529;0
1131;0312243022;8
1131;0312983824;6
1131;0316789844;0
1131;0345370805;7
1131;0345424719;0
1131;0375700757;0
1131;0375703055;7
1131;038533334X;0
1131;0385490445;0
1131;0440224624;0
1131;0446672211;7
1131;0446673544;5
1131;0449006344;0
1131;0449149676;7
1131;0449907481;0
1131;0451187903;7
1131;0451191153;0
1131;0451202341;0
1131;0671004565;6
1131;0671036505;0
1131;0671793489;7
1131;0679772677;7
1131;0684833395;0
1131;0743418174;7
1167;0060987103;0
1167;0345339703;0
